timestamp,mmsi,name,shiptype,latlon,richting,lengte,breedte
2025-12-10 18:06:04,244670355,BORNEO,Onbekend,"51.86334, 5.82216",opvaart,110,12
2025-12-10 18:07:05,244630134,ARESE,Vrachtschip,"51.86999, 5.85073",afvaart,135,12
2025-12-10 18:07:31,253242258,,,"51.85341, 6.08746",afvaart,,
2025-12-10 18:08:12,211519980,,,"51.85595, 6.08953",afvaart,,
2025-12-10 18:08:31,269057548,VIKING ROLF,Onbekend,"51.89757, 5.65727",afvaart,135,12
2025-12-10 18:10:48,244660065,ANDA,Onbekend,"51.90188, 5.57514",afvaart,135,12
2025-12-10 18:14:01,205271390,THEODELA,Onbekend,"51.82044, 6.24342",opvaart,110,12
2025-12-10 18:20:26,244192305,ISSA,Tanker,"51.86247, 5.98379",opvaart,86,10
2025-12-10 18:22:00,211712470,WALTER,Tanker,"51.89239, 5.67987",opvaart,105,12
2025-12-10 18:23:19,244690730,,,"51.85490, 6.08836",afvaart,,
2025-12-10 18:27:03,244700833,MARTINA 2,Onbekend,"51.87035, 6.04171",afvaart,35,6
2025-12-10 18:29:01,205482190,NORDICA,Vrachtschip,"51.85827, 5.82474",afvaart,110,12
2025-12-10 18:36:20,244700895,FENNA,Onbekend,"51.82935, 6.20315",opvaart,58,8
2025-12-10 18:39:28,244670265,DEOVOLENTE,Vrachtschip,"51.87312, 5.84307",afvaart,80,10
2025-12-10 18:40:26,244710214,PELIKAAN,Vrachtschip,"51.83692, 6.17214",opvaart,81,10
2025-12-10 18:41:31,244150209,VLIELAND,Vrachtschip,"52.21053, 6.17064",afvaart,110,12
2025-12-10 18:41:38,244740162,MIRJAM,Vrachtschip,"51.82795, 6.21802",opvaart,57,7
2025-12-10 18:53:41,244630036,CAAN,Vrachtschip,"51.89894, 5.60889",afvaart,110,13
2025-12-10 19:01:06,244180626,WAALPLUS,Onbekend,"51.87010, 6.04439",afvaart,32,6
2025-12-10 19:02:57,244700399,TIM,Vrachtschip,"51.85395, 6.08746",afvaart,194,12
2025-12-10 19:09:02,205276490,,,"51.88161, 6.00859",,,
2025-12-10 19:09:21,244660200,,,"51.86402, 5.98465",opvaart,,
2025-12-10 19:12:28,244677274,INITIO,Vrachtschip,"52.02051, 6.13374",afvaart,86,10
2025-12-10 19:17:04,244670925,GECA,Vrachtschip,"52.16578, 6.28787",opvaart,39,5
2025-12-10 19:17:26,205585290,LAZARO,Vrachtschip,"51.86402, 5.93768",afvaart,135,12
2025-12-10 19:24:22,205253290,,,"51.86378, 5.98365",opvaart,,
2025-12-10 19:27:04,244001862,SELENE,Vrachtschip,"51.82828, 6.21121",afvaart,105,10
2025-12-10 19:27:40,211190840,,,"51.86309, 5.98337",opvaart,,
2025-12-10 19:29:22,244670833,CADANZ,Vrachtschip,"51.82809, 6.21543",opvaart,85,10
2025-12-10 19:29:30,269057566,RP AMSTERDAM,Tanker,"51.87079, 5.98309",opvaart,110,12
2025-12-10 19:29:53,205243490,VENTUS,Onbekend,"51.85366, 6.08733",afvaart,110,12
2025-12-10 19:34:29,211540670,PRETORIA,Vrachtschip,"51.97412, 5.98753",afvaart,110,13
2025-12-10 19:34:48,244660701,VECTURA,Vrachtschip,"51.86321, 5.98377",opvaart,63,7
2025-12-10 19:45:59,244700428,PAPILLON,Vrachtschip,"51.83999, 6.16679",opvaart,135,12
2025-12-10 19:46:15,244043389,PAUL,Vrachtschip,"52.16357, 6.25577",opvaart,110,12
2025-12-10 19:48:21,244138927,EVIDENCE,Tanker,"51.82850, 6.21128",opvaart,110,12
2025-12-10 19:51:21,211484440,EILTANK 49,Onbekend,"51.90087, 5.54169",afvaart,110,12
2025-12-10 19:53:11,244630043,PERFORMANCE,Tanker,"51.84917, 5.82192",afvaart,86,13
2025-12-10 19:54:00,244110011,HEVO,Vrachtschip,"52.16081, 6.21051",opvaart,63,7
2025-12-10 19:56:53,211883510,SLOT YORK,Tanker,"51.86573, 5.98457",opvaart,111,12
2025-12-10 19:58:00,253242499,,,"51.86033, 6.07545",opvaart,,
2025-12-10 20:05:03,244660926,,,"51.87261, 5.98488",opvaart,,
2025-12-10 20:10:39,244620960,DESCANSO,Vrachtschip,"51.85372, 6.08768",afvaart,135,12
2025-12-10 20:11:46,244700771,CASCADE,Vrachtschip,"51.82709, 6.21854",opvaart,86,10
2025-12-10 20:16:49,244670612,NADUAH,Tanker,"51.86415, 5.98401",opvaart,110,12
2025-12-10 20:26:27,244721464,,,"51.89674, 5.66234",opvaart,,
2025-12-10 20:27:15,244001503,,,"51.85602, 6.08921",afvaart,,
2025-12-10 20:30:14,244700802,SANSTOARM,Vrachtschip,"52.14295, 6.18013",afvaart,62,7
2025-12-10 20:36:24,244700229,VOLARE,Onbekend,"51.86405, 5.98390",opvaart,110,11
2025-12-10 20:42:52,269057711,,,"51.88246, 5.95346",afvaart,,
2025-12-10 20:42:58,244740336,ANTI-LOPE,Vrachtschip,"51.85100, 5.85104",opvaart,39,5
2025-12-10 20:43:42,244690078,,,"51.86962, 5.98212",opvaart,,
