 fetch_ts_utc,timestamp_utc,timestamp_local,MMSI,NAME,CALLSIGN,IMO,TYPE,LATITUDE,LONGITUDE,SOG,COG,HEADING,ROT,NAVSTAT,A,B,C,D,DRAUGHT,DEST,ETA
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.712289+00:00,2025-12-29T15:46:17.712289+01:00,205253790,TAYCAN,OT2537,0,99,52.01,5.16403,9.4,108.5,511,128,0,100,10,4,8,0,GODORF  SHELL,12-30 12:56
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.713041+00:00,2025-12-29T15:46:17.713041+01:00,205320790,CORVUS,OT3207,0,79,51.31175,4.27596,2.4,356.9,511,128,0,129,0,17,6,3.5,LUCTORETEMERGO,12-31 22:59
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.713657+00:00,2025-12-29T15:46:17.713657+01:00,244670393,LA PRIMAVERA,PD3625,0,79,51.21218,6.69299,0,0,511,128,5,110,0,6,6,0.2,HAFEN KARLSRUHE  BEC,12-26 11:09
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.714244+00:00,2025-12-29T15:46:17.714244+01:00,244901000,SYDBORG,PFBD,9196204,70,53.18598,5.42788,0,26.2,237,0,5,80,9,7,6,3.8,NLHAR,12-24 21:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.714870+00:00,2025-12-29T15:46:17.714870+01:00,244780110,HRH,PB4425,0,69,52.36982,4.93741,0,360,511,128,7,4,14,3,1,0.9,AMS,00-00 24:60
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.715474+00:00,2025-12-29T15:46:17.715474+01:00,244730909,DELTA 3,PD4241,0,99,51.87026,4.63535,10,315.1,511,128,0,21,6,2,4,2,BUNKERS,00-00 00:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.716130+00:00,2025-12-29T15:46:17.716130+01:00,244015949,LISSABON,PC9127,0,69,52.36159,4.88498,0,360,511,128,0,2,13,3,1,1.2,AMSTERDAM,00-00 24:60
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.716801+00:00,2025-12-29T15:46:17.716801+01:00,244740787,STOLT RHINE,PD6620,0,80,51.6957,4.61249,0,360,511,128,0,95,15,4,8,3.8,EMDEN  TANKOPSLAG EM,12-30 19:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.717411+00:00,2025-12-29T15:46:17.717411+01:00,205426770,PLEASURE,OQ4267,0,37,51.53123,4.22516,0,360,511,128,15,10,1,1,3,0,,00-00 00:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.718016+00:00,2025-12-29T15:46:17.718016+01:00,244700756,INDUCO,PH5219,0,79,51.82166,5.31514,6.8,116.9,117,0,0,75,11,4,7,0,GELDBERG,01-02 12:25
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.718725+00:00,2025-12-29T15:46:17.718725+01:00,211484440,EILTANK 49,DA8504,0,90,51.44508,6.73766,0,360,511,128,5,99,11,7,5,1.1,DUISBURG,12-07 13:36
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.719384+00:00,2025-12-29T15:46:17.719384+01:00,244050175,BARTJE 5,PD6154,0,80,52.51959,5.43618,0,335.5,511,128,5,26,1,4,2,0,DE KLANT,00-00 24:60
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.720098+00:00,2025-12-29T15:46:17.720098+01:00,244181752,AKKO,PH7941,0,36,52.31719,5.56131,0,334,511,128,15,3,7,0,0,0,,00-00 00:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.720697+00:00,2025-12-29T15:46:17.720697+01:00,244180880,JEYMEE,PI9476,0,79,51.32754,4.3022,0,0,511,128,5,95,10,3,7,0.3,ANTWERPEN,12-27 18:38
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.721262+00:00,2025-12-29T15:46:17.721262+01:00,370110000,ETNA,HP9305,0,33,52.65938,5.60093,0,360,511,128,5,10,5,2,3,1.2,  URK,12-18 13:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.721831+00:00,2025-12-29T15:46:17.721831+01:00,244001612,OPA DE RUYTER,PI6111,0,60,51.08358,4.36541,0,360,511,128,15,3,10,2,2,0,,00-00 00:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.722347+00:00,2025-12-29T15:46:17.722347+01:00,205347890,PAUL DELVAUX,OT3478,0,79,51.28644,4.34281,0,146.9,511,128,5,98,12,8,4,2,ANTWERPEN,12-29 09:25
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.722889+00:00,2025-12-29T15:46:17.722889+01:00,211512100,MOBY  DICK,DC2012,0,0,50.73307,7.10979,0,0,511,128,0,22,23,6,6,0.2,BONNLINZ UZURUECK,11-05 11:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.723391+00:00,2025-12-29T15:46:17.723391+01:00,244170779,AMULET,PB5280,0,89,51.55421,4.23571,6.3,344.7,341,0,0,123,12,6,9,0.2,ROTTERDAM BOTLEK  SE,12-29 21:33
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.723891+00:00,2025-12-29T15:46:17.723891+01:00,247487800,PRIMO M,IBMM,1021685,81,51.93685,3.80785,0.1,84.2,27,0,1,129,21,5,18,6.7,NLRTM,12-28 10:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.724383+00:00,2025-12-29T15:46:17.724383+01:00,244790884,JANNE,PE3122,0,36,53.29705,5.09,0,241.3,511,128,15,12,1,2,2,0,,00-00 00:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.724992+00:00,2025-12-29T15:46:17.724992+01:00,244780157,BELLEFLEUR,PA2882,0,36,52.38187,4.90586,0,103.3,511,128,15,5,8,2,2,0,,00-00 00:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.725549+00:00,2025-12-29T15:46:17.725549+01:00,211756140,MAINFRANKEN,DK9407,0,20,51.52546,6.69874,10.5,295.2,511,128,0,99,11,5,7,2.1,GENT,12-31 12:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.726115+00:00,2025-12-29T15:46:17.726115+01:00,244660517,ZILVERMEEUW 5,PF6917,0,69,51.70957,4.80947,0,0,511,128,15,7,23,6,1,0.2,DRIMMELEN,04-16 14:05
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.726688+00:00,2025-12-29T15:46:17.726688+01:00,211623610,UNIVERS,DB5654,0,99,51.45726,6.72967,0,360,511,128,0,7,8,3,1,1.1,,00-00 24:60
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.727394+00:00,2025-12-29T15:46:17.727394+01:00,244050092,BACCHUS,PF2736,0,37,51.39703,3.57052,0,357.4,511,128,15,4,9,2,2,0,,00-00 00:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.728038+00:00,2025-12-29T15:46:17.728038+01:00,246476000,RHOON C,PEBL,9226164,70,52.45999,4.57932,0,219.1,322,0,5,72,10,0,11,3.8,IJMUIDEN,12-23 11:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.728575+00:00,2025-12-29T15:46:17.728575+01:00,244710271,DEO AMARE,PD2803,0,79,51.82183,4.03992,0,327.4,511,128,0,47,8,5,2,2.6,OUDDORP,00-00 24:60
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.729146+00:00,2025-12-29T15:46:17.729146+01:00,246891000,A2B COMFORT,PCRK,9183415,74,51.68259,4.5962,0,182.9,344,0,5,92,9,9,9,5.5,NLMOE<>GBIMM,12-26 23:59
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.729659+00:00,2025-12-29T15:46:17.729659+01:00,235108495,NJORD THOR,2ICE2,9751810,40,53.56271,6.75072,0,305.8,6,0,5,20,6,3,5,1.7,BORKUM>BKRG>EMS,12-27 12:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.730200+00:00,2025-12-29T15:46:17.730200+01:00,205523170,MAHIFICENT,OQ5231,0,37,51.22498,2.9405,0,360,511,128,15,4,3,1,2,0,,00-00 00:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.730703+00:00,2025-12-29T15:46:17.730703+01:00,226007710,SKYFALL,FM2583,0,79,51.09928,3.69741,0,48.2,102,0,0,71,14,2,8,2.8,EVERGEM,12-23 08:57
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.731199+00:00,2025-12-29T15:46:17.731199+01:00,230663000,EEVA VG,OJRM,9769104,70,52.40672,4.88115,0,76,37,0,5,90,13,6,8,3.8,NLAMS,12-23 08:01
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.731696+00:00,2025-12-29T15:46:17.731696+01:00,205416000,VB RUBY,OROD,9314284,52,51.40261,3.73537,0.7,299.6,311,0,0,14,22,6,6,6,,00-00 24:60
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.732198+00:00,2025-12-29T15:46:17.732198+01:00,244011514,LIBERTY,PE7361,0,69,51.64742,4.38413,0,360,511,128,5,24,0,0,4,1,DINTELOORD,09-06 15:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.732685+00:00,2025-12-29T15:46:17.732685+01:00,244710232,JO-AN,PB8477,0,79,52.64229,5.98709,8.6,252.4,511,128,0,123,12,8,4,2.9,DELFZIJL,12-30 21:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.733162+00:00,2025-12-29T15:46:17.733162+01:00,244013647,QUINTESSENS,PC8115,0,36,52.48906,5.06421,0,360,511,128,15,7,4,0,3,0,NEUSS,04-12 00:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.733649+00:00,2025-12-29T15:46:17.733649+01:00,244740335,ORION,PH6385,0,70,52.46877,4.81777,0,354.1,264,0,0,18,0,5,0,0,100300.00 020000.00,05-05 04:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.734135+00:00,2025-12-29T15:46:17.734135+01:00,244070232,WON62-NOORDSTER,PD5503,0,37,53.17511,5.43963,0,360,511,128,15,11,3,2,2,0,,00-00 00:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.734629+00:00,2025-12-29T15:46:17.734629+01:00,244879000,HOLLAND,PESK,5153462,52,53.17045,5.41304,0,114.3,326,0,5,14,43,4,6,3.7,NL HAR,12-11 15:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.735170+00:00,2025-12-29T15:46:17.735170+01:00,244718231,SUNNY DAY,PE6942,0,37,52.2272,4.68521,0,360,511,128,15,13,4,2,2,0,,00-00 00:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.735721+00:00,2025-12-29T15:46:17.735721+01:00,244130784,HAVANA.,PE6707,0,69,52.36879,4.91971,0.1,320.8,511,128,0,9,1,0,4,1,AMSTERDAM,00-00 24:60
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.736243+00:00,2025-12-29T15:46:17.736243+01:00,244660440,SPONTAAN,PE2940,0,79,51.89928,4.48859,0,360,511,128,5,72,8,5,5,1.2,ROTTERDAM MAASHAVEN,12-10 12:30
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.736789+00:00,2025-12-29T15:46:17.736789+01:00,244042125,CORNELIA,PD6485,0,37,51.90759,4.44827,0,360,511,128,0,0,0,0,0,0,ROTTERDAM,09-11 00:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.737380+00:00,2025-12-29T15:46:17.737380+01:00,257296000,NORDRI ENABLER,LAQO8,9964912,99,53.48867,6.79181,0,99.3,318,0,1,36,52,9,11,5.1,NL EEM,12-29 18:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.737889+00:00,2025-12-29T15:46:17.737889+01:00,205552070,HAPPY FEW,OQ5520,0,36,51.37957,3.38105,0.2,11.6,511,128,15,0,0,0,0,0,,00-00 00:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.738389+00:00,2025-12-29T15:46:17.738389+01:00,205513390,LIDO,OT5133,0,37,51.05297,4.43431,0,360,511,128,15,28,10,4,1,1.2,,11-04 23:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.738886+00:00,2025-12-29T15:46:17.738886+01:00,244660111,VANTAGE,PB4488,0,80,51.9567,4.00501,0.2,360,511,128,0,110,0,6,6,4,CALANDKANAAL,12-22 02:18
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.739445+00:00,2025-12-29T15:46:17.739445+01:00,244023973,KITS,PB4599,0,36,51.44795,3.58725,0,360,511,128,15,10,0,3,0,0,,00-00 00:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.739946+00:00,2025-12-29T15:46:17.739946+01:00,244740738,DORINE,PD2099,0,37,53.32593,6.92424,0,36.5,511,128,0,17,10,1,4,0,,00-00 24:60
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.740456+00:00,2025-12-29T15:46:17.740456+01:00,352002156,ORANGE ICE,HOA7580,9797917,70,51.45748,3.72629,0,63.4,148,0,5,110,27,5,16,4.6,NLVLI,12-26 16:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.741005+00:00,2025-12-29T15:46:17.741005+01:00,244700604,KVB JABO,PF9258,0,70,52.15022,5.00961,9.2,133,131,0,0,182,0,15,0,0,FRKHLVN188HRBAR02969,11-24 21:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.741495+00:00,2025-12-29T15:46:17.741495+01:00,244137596,MRS BOJANGLES,PH2418,0,37,53.05175,5.39669,0,360,511,128,15,7,4,2,2,0,,00-00 00:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.741999+00:00,2025-12-29T15:46:17.741999+01:00,244110350,LA REINE,PE9619,0,69,52.36004,4.90473,0,360,511,128,0,2,10,1,2,1.3,AMSTERDAM,01-01 00:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.742552+00:00,2025-12-29T15:46:17.742552+01:00,205509290,INVENTORY,OT5092,0,80,51.26128,4.37432,0,360,270,0,5,98,12,9,3,0,ANTWERPEN,11-26 06:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.743092+00:00,2025-12-29T15:46:17.743092+01:00,211487620,THERESIA,DC2615,0,60,50.67134,7.19319,0,269.9,511,128,0,8,29,5,4,0,,00-00 24:60
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.743688+00:00,2025-12-29T15:46:17.743688+01:00,244690632,HS COBUS,PD5256,0,79,51.70119,5.05714,0,360,511,128,0,68,12,4,5,2.5,WAALWIJK,00-00 00:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.744511+00:00,2025-12-29T15:46:17.744511+01:00,205384790,AQUAPOLIS,OT3847,0,79,51.30344,4.26883,0,360,511,128,5,125,10,6,12,2,HAFEN KARLSRUHE,12-31 11:02
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.745161+00:00,2025-12-29T15:46:17.745161+01:00,244013482,PIEN,PF6424,0,33,53.44478,6.82411,0,273,511,128,0,3,10,4,2,2,DELFZIJL,04-08 09:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.745915+00:00,2025-12-29T15:46:17.745915+01:00,244660947,ZWERVER,PB4985,0,37,53.1782,5.4216,0,360,511,128,15,9,6,3,3,0,,00-00 00:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.746595+00:00,2025-12-29T15:46:17.746595+01:00,269057014,REISE RIESE SYMPHONY,HE7014,0,69,52.43771,4.82776,0,360,511,128,5,27,83,5,7,1.6,HOORN,12-29 17:20
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.747110+00:00,2025-12-29T15:46:17.747110+01:00,244670546,ANNIE,PE7234,0,0,51.80649,5.46709,0,360,511,128,5,39,11,2,5,0.1,LITHOIJEN,09-07 16:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.747721+00:00,2025-12-29T15:46:17.747721+01:00,244727000,TH-10 DIRKJE,PCMR,0,30,51.52937,4.22381,0,0,511,128,15,10,0,2,2,0,,00-00 00:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.748354+00:00,2025-12-29T15:46:17.748354+01:00,244058183,FENIKS,PF9664,0,33,52.43382,5.08754,0,360,511,128,0,10,2,1,5,1.4,MARKEN,00-00 24:60
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.749119+00:00,2025-12-29T15:46:17.749119+01:00,244060113,GREY,PH6429,0,90,51.85058,6.10064,0,360,511,128,5,72,8,6,3,2.9,DUISBURG,05-25 13:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.749736+00:00,2025-12-29T15:46:17.749736+01:00,244371956,ODESSA,PD7985,6003729,80,51.94734,4.11915,8,344.9,511,128,0,87,10,6,6,4,WAALHAVEN 8,12-23 15:20
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.750378+00:00,2025-12-29T15:46:17.750378+01:00,253242272,SERENITAS,LX2272,0,80,51.96368,5.33426,3.8,286.3,511,128,0,109,16,7,5,2.8,AMSTERDAM JAN VAN RI,12-29 18:01
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.750882+00:00,2025-12-29T15:46:17.750882+01:00,246514000,KNRM-JOKE DIJKSTRA,PHJD,0,51,52.96194,4.78262,0,179.4,120,10,5,14,5,2,4,0,DEN HELDER,12-27 18:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.751398+00:00,2025-12-29T15:46:17.751398+01:00,244026987,STELLA MARIS,PH4650,0,36,51.76129,3.85913,0,291.4,191,128,15,11,0,3,1,0,,00-00 00:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.752085+00:00,2025-12-29T15:46:17.752085+01:00,244630087,ZAANSTAD II,PC6676,0,99,52.45314,4.81663,5.8,301,511,128,0,10,5,2,3,2,ZAANDAM,06-02 11:15
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.752762+00:00,2025-12-29T15:46:17.752762+01:00,211665610,WSP 5,DA 4961,0,99,50.71766,7.14249,6.3,105.5,511,128,0,12,6,2,3,0.2,BONN,00-00 24:60
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.753427+00:00,2025-12-29T15:46:17.753427+01:00,205500990,ZAMBEZI,OT5009,0,80,51.26779,4.36972,0,82.2,511,128,5,82,0,5,6,1.5,EKE,12-30 00:19
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.753994+00:00,2025-12-29T15:46:17.753994+01:00,244060223,THREE POINT 4,PC6003,0,37,51.82067,4.04946,0,360,511,128,15,21,5,1,6,0,,00-00 24:60
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.754496+00:00,2025-12-29T15:46:17.754496+01:00,244650952,FORTUNA,PG2338,0,20,51.77374,4.19168,0,232.6,511,128,5,52,12,3,6,1.2,MIDDELHARNIS,12-22 10:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.754992+00:00,2025-12-29T15:46:17.754992+01:00,244660850,MARCONI,PH 7395,0,52,52.37634,4.92783,0.1,30.7,511,128,5,8,8,1,3,1.5,AMSTERDAM,00-00 24:60
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.755493+00:00,2025-12-29T15:46:17.755493+01:00,244690644,ANNA,PD3099,0,52,51.75254,5.83669,0,360,511,128,0,7,13,3,3,1.9,NIJMEGEN,01-05 15:30
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.756000+00:00,2025-12-29T15:46:17.756000+01:00,244009627,AVALON,PC7940,0,37,52.35328,5.00483,0,190.9,511,128,15,5,5,0,3,0,,00-00 00:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.756552+00:00,2025-12-29T15:46:17.756552+01:00,205214570,FUGA,OQ2145,0,36,51.33232,3.20141,0,360,511,128,15,14,0,2,2,0,,00-00 00:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.757140+00:00,2025-12-29T15:46:17.757140+01:00,244000513,CATHARINA,PD7837,0,37,52.03937,4.65872,6.8,185.1,511,128,15,0,15,3,2,0,,00-00 00:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.757712+00:00,2025-12-29T15:46:17.757712+01:00,205534890,JAVAZEE,OT5348,0,89,51.5579,3.97257,9.6,151.3,151,0,0,119,16,12,5,4,GENT KLUIZENDOK  DOU,12-30 00:22
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.758206+00:00,2025-12-29T15:46:17.758206+01:00,244890451,NEDSHIP,PC6408,0,20,52.56956,5.51994,0,360,511,128,5,15,120,9,3,0,TMA EXPRESS,03-28 18:30
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.758711+00:00,2025-12-29T15:46:17.758711+01:00,211490230,AMADEUS ELEGANT,DF6170,0,20,51.21263,6.70244,0.1,183.2,511,128,5,26,86,6,6,1.6,COCHEM,10-17 08:03
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.759219+00:00,2025-12-29T15:46:17.759219+01:00,244001602,VAGARE,PD9838,0,70,51.9118,4.57926,0,360,511,128,5,72,14,4,6,2.5,KRIMPEN AD IJSSEL,12-24 06:45
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.759706+00:00,2025-12-29T15:46:17.759706+01:00,244670899,VIA VAI,PD3365,0,80,51.4516,6.75522,0,251.4,221,0,5,90,20,2,10,1.5,BOTLEK  2E WERKHAVEN,12-30 08:49
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.760232+00:00,2025-12-29T15:46:17.760232+01:00,244094180,EXPEDITION,PF8034,0,80,51.26396,6.70715,10.3,318.2,511,128,0,95,15,6,6,2.2,IJZENDOORN,12-31 09:32
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.760853+00:00,2025-12-29T15:46:17.760853+01:00,240955000,VIOLANDO,SVAU5,9429285,80,51.9494,4.08597,3.9,316.7,326,0,0,229,45,33,17,9.3,NOMON,01-01 02:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.761495+00:00,2025-12-29T15:46:17.761495+01:00,636020550,SUNLIGHT,D5ZS3,9551351,70,51.39313,3.00713,9.3,60.6,57,0,0,149,20,18,9,5.3,NL VLI,12-29 14:30
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.762068+00:00,2025-12-29T15:46:17.762068+01:00,244558684,CORRENTE,PI3920,0,79,51.8175,4.66264,0,360,511,128,5,10,76,6,6,3,DORDRECHT,12-17 18:31
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.762563+00:00,2025-12-29T15:46:17.762563+01:00,244790265,MAHU.M880,PC9635,0,37,52.37553,4.91734,0,360,511,128,5,9,24,6,1,2,,09-08 17:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.763069+00:00,2025-12-29T15:46:17.763069+01:00,244730315,FOSKEA JANTJE,PI2538,0,0,52.69577,6.19567,0,360,511,128,5,18,4,4,1,0.9,MEPPEL,00-00 24:60
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.763561+00:00,2025-12-29T15:46:17.763561+01:00,255916539,SAMSKIP ENDEAVOUR,CQ2788,9436290,74,51.87836,4.42172,0,326.7,289,0,5,128,12,7,15,5.5,ROTTERDAM,12-29 02:20
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.764104+00:00,2025-12-29T15:46:17.764104+01:00,244060247,DE OVERKANT,PG8593,0,69,51.95809,4.96554,0,360,511,128,0,0,0,0,0,0,,00-00 00:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.764637+00:00,2025-12-29T15:46:17.764637+01:00,205325090,BELVONA,OT3250,0,70,51.08511,3.75398,0.9,187.4,511,128,0,68,12,5,4,1.2,GENT,12-29 14:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.765165+00:00,2025-12-29T15:46:17.765165+01:00,244316200,SE-MANON,PA3733,0,99,51.89242,4.60095,9.8,109.5,108,0,0,10,100,2,10,1.6,GENT,12-30 04:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.765669+00:00,2025-12-29T15:46:17.765669+01:00,244670155,CALAMUS,PH3337,0,80,51.26064,4.33795,0.2,360,511,128,5,75,15,9,3,3.2,ANTWERPEN KANAALDOK,12-27 19:21
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.766156+00:00,2025-12-29T15:46:17.766156+01:00,244790186,MALTA,PA3999,0,89,52.38482,4.89757,6.8,335,338,0,0,96,14,3,9,1.4,AMSTERDAM,12-29 17:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.766653+00:00,2025-12-29T15:46:17.766653+01:00,244660379,VIATOR,PE3733,0,79,51.89784,4.47955,0,263.9,511,128,5,68,17,2,8,2.2,MAASHAVEN,12-19 14:52
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.767209+00:00,2025-12-29T15:46:17.767209+01:00,244040240,OSC,PE3643,0,70,51.90718,4.51901,0,360,511,128,15,59,14,2,7,1,ROTTERDAM,04-22 17:07
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.767766+00:00,2025-12-29T15:46:17.767766+01:00,244780634,PRINSES CHRISTINA,PG5127,0,69,52.37029,4.90206,4.5,225.1,511,128,0,3,15,1,3,0,,00-00 24:60
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.768260+00:00,2025-12-29T15:46:17.768260+01:00,244710149,TERRA MARIS,PD6913,0,79,51.81683,4.66122,0,360,511,128,5,97,13,7,4,0,DORDRECHT,12-24 11:03
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.768949+00:00,2025-12-29T15:46:17.768949+01:00,244171055,TWIRRE,PB8172,0,37,51.44786,3.58881,0.1,360,511,128,15,5,7,1,3,0,,00-00 00:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.769482+00:00,2025-12-29T15:46:17.769482+01:00,244100322,CABALA,PE2474,0,36,51.82371,4.11961,0,360,511,128,15,6,9,2,2,0,,00-00 00:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.770047+00:00,2025-12-29T15:46:17.770047+01:00,244700193,HYDROVAC 20,PH5721,0,89,51.78646,4.64423,0,175.3,511,128,5,23,4,2,4,1.1,REGIO DORDRECHT,09-22 00:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.770593+00:00,2025-12-29T15:46:17.770593+01:00,205270890,POA 2,OT2708,0,99,51.28768,4.33853,5.5,327.6,330,0,0,7,20,3,3,1.6,ANTWERP,12-27 19:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.771130+00:00,2025-12-29T15:46:17.771130+01:00,244210287,JACKSON 2,PF4419,0,69,52.38572,4.89065,0,360,511,128,15,6,1,2,2,0.6,,00-00 24:60
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.771647+00:00,2025-12-29T15:46:17.771647+01:00,244180099,FATA MORGANA,PI5572,0,79,51.83119,4.91312,0,360,274,0,0,28,10,4,2,1,AADORP,08-16 23:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.772199+00:00,2025-12-29T15:46:17.772199+01:00,244690407,AZOLLA,PD8182,0,69,51.90793,4.4087,0,360,511,128,5,76,0,4,4,1.3,ROTTERDAM,10-10 08:00
2025-12-29T14:46:17.334466+00:00,2025-12-29T14:46:17.772684+00:00,2025-12-29T15:46:17.772684+01:00,211574430,WESTWIND,DG7293,0,36,51.72858,3.91477,2.3,321.6,511,128,15,11,0,1,3,0,,00-00 00:00
